monitoring_location_name,activity_start_date,activity_depth_height_unit,sample_collection_equipment_name,characteristic_name,method_speciation,result_value,result_unit,result_detection_quantitation_limit_measure,result_detection_condition,result_analytical_method_instrument
239 LA CB,1972-09-11,epi,,DOC,as C,755,umol/L,10,,Automated conductimetric technique
239 LA CB,1972-09-11,epi,,NA,as Na,1.26,mg/L,0.01,,Atomic-Absorption
239 LA CB,1972-09-11,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1972-09-11,epi,,PARTP,as P,4,ug/L,1,,Spectrophotometer
239 LA CB,1972-09-11,epi,,PH,,7.11,SU,#N/A,,pH Meter
239 LA CB,1972-09-11,epi,,TDN,as N,248,ug/L,5,,Photocombustion
239 LA CB,1972-09-11,epi,,TDP,as P,3,ug/L,1,,Photocombustion
239 LA CB,1972-10-11,epi,,CA,as Ca,2.51,mg/L,0.01,,Atomic-Absorption
239 LA CB,1972-10-11,epi,,CHLA,,3.5,ug/L,0.01,,Fluorometric-Method
239 LA CB,1972-10-11,epi,,COND,,27,uS/cm,1,,Radiometer CDM 3
239 LA CB,1972-10-11,epi,,DIC,as Total CO2,154,umol/L,10,,Automated conductimetric technique
239 LA CB,1972-10-11,epi,,DOC,as C,618,umol/L,10,,Automated conductimetric technique
239 LA CB,1972-10-11,epi,,NA,as Na,1.27,mg/L,0.01,,Atomic-Absorption
239 LA CB,1972-10-11,epi,,NO3,as NO3-N,12,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1972-10-11,epi,,PARTP,as P,3,ug/L,1,,Spectrophotometer
239 LA CB,1972-10-11,epi,,PH,,6.61,SU,#N/A,,pH Meter
239 LA CB,1972-10-11,epi,,TDN,as N,207,ug/L,5,,Photocombustion
239 LA CB,1972-10-11,epi,,TDP,as P,2,ug/L,1,,Photocombustion
239 LA CB,1972-11-14,epi,,CA,as Ca,2.47,mg/L,0.01,,Atomic-Absorption
239 LA CB,1972-11-14,epi,,CHLA,,6.2,ug/L,0.01,,Fluorometric-Method
239 LA CB,1972-11-14,epi,,COND,,27,uS/cm,1,,Radiometer CDM 3
239 LA CB,1972-11-14,epi,,DIC,as Total CO2,182,umol/L,10,,Automated conductimetric technique
239 LA CB,1972-11-14,epi,,DOC,as C,718,umol/L,10,,Automated conductimetric technique
239 LA CB,1972-11-14,epi,,NA,as Na,2.36,mg/L,0.01,,Atomic-Absorption
239 LA CB,1972-11-14,epi,,NO3,as NO3-N,35,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1972-11-14,epi,,PARTP,as P,4,ug/L,1,,Spectrophotometer
239 LA CB,1972-11-14,epi,,PH,,6.6,SU,#N/A,,pH Meter
239 LA CB,1972-11-14,epi,,TDN,as N,349,ug/L,5,,Photocombustion
239 LA CB,1972-11-14,epi,,TDP,as P,4,ug/L,1,,Photocombustion
239 LA CB,1972-12-11,epi,,CA,as Ca,2.53,mg/L,0.01,,Atomic-Absorption
239 LA CB,1972-12-11,epi,,CHLA,,2.5,ug/L,0.01,,Fluorometric-Method
239 LA CB,1972-12-11,epi,,COND,,35,uS/cm,1,,Radiometer CDM 3
239 LA CB,1972-12-11,epi,,DIC,as Total CO2,205,umol/L,10,,Automated conductimetric technique
239 LA CB,1972-12-11,epi,,DOC,as C,624,umol/L,10,,Automated conductimetric technique
239 LA CB,1972-12-11,epi,,NA,as Na,1.3,mg/L,0.01,,Atomic-Absorption
239 LA CB,1972-12-11,epi,,NO3,as NO3-N,38,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1972-12-11,epi,,PARTP,as P,2,ug/L,1,,Spectrophotometer
239 LA CB,1972-12-11,epi,,PH,,6.58,SU,#N/A,,pH Meter
239 LA CB,1972-12-11,epi,,TDP,as P,15,ug/L,1,,Photocombustion
239 LA CB,1973-01-22,epi,,CA,as Ca,3.41,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-01-22,epi,,CHLA,,1.4,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-01-22,epi,,COND,,31,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-01-22,epi,,DIC,as Total CO2,213,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-01-22,epi,,DOC,as C,672,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-01-22,epi,,NA,as Na,1.44,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-01-22,epi,,NO3,as NO3-N,26,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-01-22,epi,,PARTP,as P,2,ug/L,1,,Spectrophotometer
239 LA CB,1973-01-22,epi,,PH,,7.1,SU,#N/A,,pH Meter
239 LA CB,1973-01-22,epi,,TDN,as N,324,ug/L,5,,Photocombustion
239 LA CB,1973-01-22,epi,,TDP,as P,4,ug/L,1,,Photocombustion
239 LA CB,1973-02-19,epi,,CA,as Ca,2.87,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-02-19,epi,,CHLA,,1.2,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-02-19,epi,,COND,,31,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-02-19,epi,,DIC,as Total CO2,215,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-02-19,epi,,DOC,as C,377,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-02-19,epi,,NA,as Na,1.32,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-02-19,epi,,NO3,as NO3-N,50,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-02-19,epi,,PARTP,as P,1,ug/L,1,,Spectrophotometer
239 LA CB,1973-02-19,epi,,PH,,6.68,SU,#N/A,,pH Meter
239 LA CB,1973-02-19,epi,,TDN,as N,281,ug/L,5,,Photocombustion
239 LA CB,1973-02-19,epi,,TDP,as P,2,ug/L,1,,Photocombustion
239 LA CB,1973-03-19,epi,,CA,as Ca,2.85,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-03-19,epi,,CHLA,,1.7,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-03-19,epi,,COND,,30,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-03-19,epi,,DIC,as Total CO2,205,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-03-19,epi,,DOC,as C,595,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-03-19,epi,,NA,as Na,1.27,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-03-19,epi,,NO3,as NO3-N,54,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-03-19,epi,,PARTP,as P,4,ug/L,1,,Spectrophotometer
239 LA CB,1973-03-19,epi,,PH,,6.95,SU,#N/A,,pH Meter
239 LA CB,1973-03-19,epi,,TDN,as N,280,ug/L,5,,Photocombustion
239 LA CB,1973-03-19,epi,,TDP,as P,3,ug/L,1,,Photocombustion
239 LA CB,1973-04-16,epi,,CA,as Ca,1.91,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-04-16,epi,,CHLA,,4.6,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-04-16,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-04-16,epi,,DIC,as Total CO2,282,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-04-16,epi,,DOC,as C,487,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-04-16,epi,,NA,as Na,1.05,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-04-16,epi,,NO3,as NO3-N,68,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-04-16,epi,,PARTP,as P,2,ug/L,1,,Spectrophotometer
239 LA CB,1973-04-16,epi,,PH,,7.2,SU,#N/A,,pH Meter
239 LA CB,1973-04-16,epi,,TDN,as N,253,ug/L,5,,Photocombustion
239 LA CB,1973-04-16,epi,,TDP,as P,3,ug/L,1,,Photocombustion
239 LA CB,1973-05-09,epi,,CHLA,,3.2,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-05-09,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-05-09,epi,,DIC,as Total CO2,180,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-05-09,epi,,DOC,as C,658,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-05-09,epi,,NA,as Na,1.04,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-05-09,epi,,NO3,as NO3-N,55,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-05-09,epi,,PARTP,as P,5,ug/L,1,,Spectrophotometer
239 LA CB,1973-05-09,epi,,PH,,6.49,SU,#N/A,,pH Meter
239 LA CB,1973-05-09,epi,,TDN,as N,269,ug/L,5,,Photocombustion
239 LA CB,1973-05-09,epi,,TDP,as P,5,ug/L,1,,Photocombustion
239 LA CB,1973-05-23,epi,,CHLA,,2.8,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-05-23,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-05-23,epi,,DIC,as Total CO2,125,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-05-23,epi,,NA,as Na,1.26,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-05-23,epi,,NO3,as NO3-N,44,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-05-23,epi,,PARTP,as P,5,ug/L,1,,Spectrophotometer
239 LA CB,1973-05-23,epi,,PH,,6.7,SU,#N/A,,pH Meter
239 LA CB,1973-05-23,epi,,TDN,as N,314,ug/L,5,,Photocombustion
239 LA CB,1973-05-23,epi,,TDP,as P,3,ug/L,1,,Photocombustion
239 LA CB,1973-06-06,epi,,CHLA,,3.4,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-06-06,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-06-06,epi,,DIC,as Total CO2,119,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-06-06,epi,,DOC,as C,536,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-06-06,epi,,NA,as Na,1.2,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-06-06,epi,,NO3,as NO3-N,2,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-06-06,epi,,PARTP,as P,7,ug/L,1,,Spectrophotometer
239 LA CB,1973-06-06,epi,,PH,,6.88,SU,#N/A,,pH Meter
239 LA CB,1973-06-06,epi,,TDN,as N,196,ug/L,5,,Photocombustion
239 LA CB,1973-06-06,epi,,TDP,as P,4,ug/L,1,,Photocombustion
239 LA CB,1973-06-20,epi,,CHLA,,2.4,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-06-20,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-06-20,epi,,DIC,as Total CO2,114,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-06-20,epi,,NA,as Na,1.33,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-06-20,epi,,NO3,as NO3-N,3,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-06-20,epi,,PARTP,as P,4,ug/L,1,,Spectrophotometer
239 LA CB,1973-06-20,epi,,PH,,6.96,SU,#N/A,,pH Meter
239 LA CB,1973-06-20,epi,,TDN,as N,181,ug/L,5,,Photocombustion
239 LA CB,1973-06-20,epi,,TDP,as P,3,ug/L,1,,Photocombustion
239 LA CB,1973-07-04,epi,,CHLA,,1.6,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-07-04,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-07-04,epi,,DIC,as Total CO2,120,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-07-04,epi,,DOC,as C,520,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-07-04,epi,,NA,as Na,1.19,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-07-04,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-07-04,epi,,PARTP,as P,3,ug/L,1,,Spectrophotometer
239 LA CB,1973-07-04,epi,,PH,,6.82,SU,#N/A,,pH Meter
239 LA CB,1973-07-04,epi,,TDP,as P,5,ug/L,1,,Photocombustion
239 LA CB,1973-07-18,epi,,CHLA,,2.6,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-07-18,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-07-18,epi,,DIC,as Total CO2,117,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-07-18,epi,,NA,as Na,1.14,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-07-18,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-07-18,epi,,PARTP,as P,2,ug/L,1,,Spectrophotometer
239 LA CB,1973-07-18,epi,,PH,,6.91,SU,#N/A,,pH Meter
239 LA CB,1973-07-18,epi,,TDN,as N,60,ug/L,5,,Photocombustion
239 LA CB,1973-07-18,epi,,TDP,as P,1,ug/L,1,,Photocombustion
239 LA CB,1973-08-01,epi,,CHLA,,1.7,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-08-01,epi,,COND,,27,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-08-01,epi,,DIC,as Total CO2,128,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-08-01,epi,,DOC,as C,611,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-08-01,epi,,NA,as Na,1.2,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-08-01,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-08-01,epi,,PARTP,as P,1,ug/L,1,,Spectrophotometer
239 LA CB,1973-08-01,epi,,PH,,7,SU,#N/A,,pH Meter
239 LA CB,1973-08-01,epi,,TDN,as N,48,ug/L,5,,Photocombustion
239 LA CB,1973-08-01,epi,,TDP,as P,1,ug/L,1,,Photocombustion
239 LA CB,1973-08-15,epi,,CHLA,,2,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-08-15,epi,,COND,,25,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-08-15,epi,,DIC,as Total CO2,112,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-08-15,epi,,NA,as Na,1.08,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-08-15,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-08-15,epi,,PARTP,as P,4,ug/L,1,,Spectrophotometer
239 LA CB,1973-08-15,epi,,PH,,7,SU,#N/A,,pH Meter
239 LA CB,1973-08-15,epi,,TDN,as N,194,ug/L,5,,Photocombustion
239 LA CB,1973-08-15,epi,,TDP,as P,2,ug/L,1,,Photocombustion
239 LA CB,1973-08-29,epi,,CHLA,,1.7,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-08-29,epi,,COND,,27,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-08-29,epi,,DIC,as Total CO2,113,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-08-29,epi,,DOC,as C,659,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-08-29,epi,,NA,as Na,1.26,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-08-29,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-08-29,epi,,PARTP,as P,2,ug/L,1,,Spectrophotometer
239 LA CB,1973-08-29,epi,,PH,,7,SU,#N/A,,pH Meter
239 LA CB,1973-08-29,epi,,TDN,as N,188,ug/L,5,,Photocombustion
239 LA CB,1973-08-29,epi,,TDP,as P,2,ug/L,1,,Photocombustion
239 LA CB,1973-09-12,epi,,CHLA,,2.9,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-09-12,epi,,COND,,25,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-09-12,epi,,DIC,as Total CO2,160,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-09-12,epi,,NA,as Na,1.15,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-09-12,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-09-12,epi,,PARTP,as P,1,ug/L,1,,Spectrophotometer
239 LA CB,1973-09-12,epi,,PH,,6.95,SU,#N/A,,pH Meter
239 LA CB,1973-09-12,epi,,TDN,as N,198,ug/L,5,,Photocombustion
239 LA CB,1973-09-12,epi,,TDP,as P,2,ug/L,1,,Photocombustion
239 LA CB,1973-09-26,epi,,CHLA,,2.8,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-09-26,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-09-26,epi,,DIC,as Total CO2,121,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-09-26,epi,,DOC,as C,685,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-09-26,epi,,NA,as Na,1.2,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-09-26,epi,,NO3,as NO3-N,3,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-09-26,epi,,PARTP,as P,2,ug/L,1,,Spectrophotometer
239 LA CB,1973-09-26,epi,,PH,,6.7,SU,#N/A,,pH Meter
239 LA CB,1973-09-26,epi,,TDN,as N,187,ug/L,5,,Photocombustion
239 LA CB,1973-09-26,epi,,TDP,as P,1,ug/L,1,,Photocombustion
239 LA CB,1973-10-10,epi,,CHLA,,3.6,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-10-10,epi,,COND,,23,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-10-10,epi,,DIC,as Total CO2,126,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-10-10,epi,,DOC,as C,562,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-10-10,epi,,NA,as Na,1.18,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-10-10,epi,,NO3,as NO3-N,4,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-10-10,epi,,PARTP,as P,2,ug/L,1,,Spectrophotometer
239 LA CB,1973-10-10,epi,,PH,,6.9,SU,#N/A,,pH Meter
239 LA CB,1973-10-10,epi,,TDN,as N,226,ug/L,5,,Photocombustion
239 LA CB,1973-10-10,epi,,TDP,as P,2,ug/L,1,,Photocombustion
239 LA CB,1973-10-24,epi,,CHLA,,3.1,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-10-24,epi,,COND,,24,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-10-24,epi,,DIC,as Total CO2,130,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-10-24,epi,,DOC,as C,661,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-10-24,epi,,NA,as Na,1.05,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-10-24,epi,,NO3,as NO3-N,5,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-10-24,epi,,PH,,7.07,SU,#N/A,,pH Meter
239 LA CB,1973-10-24,epi,,TDN,as N,208,ug/L,5,,Photocombustion
239 LA CB,1973-10-24,epi,,TDP,as P,6,ug/L,1,,Photocombustion
239 LA CB,1973-11-07,epi,,CHLA,,2.2,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-11-07,epi,,COND,,28,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-11-07,epi,,DIC,as Total CO2,206,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-11-07,epi,,DOC,as C,704,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-11-07,epi,,NA,as Na,1.04,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-11-07,epi,,NO3,as NO3-N,38,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-11-07,epi,,PARTP,as P,3,ug/L,1,,Spectrophotometer
239 LA CB,1973-11-07,epi,,PH,,6.5,SU,#N/A,,pH Meter
239 LA CB,1973-11-07,epi,,TDN,as N,215,ug/L,5,,Photocombustion
239 LA CB,1973-11-07,epi,,TDP,as P,2,ug/L,1,,Photocombustion
239 LA CB,1973-12-17,epi,,CHLA,,2,ug/L,0.01,,Fluorometric-Method
239 LA CB,1973-12-17,epi,,COND,,32,uS/cm,1,,Radiometer CDM 3
239 LA CB,1973-12-17,epi,,DIC,as Total CO2,212,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-12-17,epi,,DOC,as C,833,umol/L,10,,Automated conductimetric technique
239 LA CB,1973-12-17,epi,,NA,as Na,1.38,mg/L,0.01,,Atomic-Absorption
239 LA CB,1973-12-17,epi,,NO3,as NO3-N,58,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1973-12-17,epi,,PARTP,as P,3,ug/L,1,,Spectrophotometer
239 LA CB,1973-12-17,epi,,PH,,6.83,SU,#N/A,,pH Meter
239 LA CB,1973-12-17,epi,,TDN,as N,305,ug/L,5,,Photocombustion
239 LA CB,1973-12-17,epi,,TDP,as P,3,ug/L,1,,Photocombustion
239 LA CB,1974-01-21,epi,,CHLA,,0.9,ug/L,0.01,,Fluorometric-Method
239 LA CB,1974-01-21,epi,,COND,,29,uS/cm,1,,Radiometer CDM 3
239 LA CB,1974-01-21,epi,,DIC,as Total CO2,204,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-01-21,epi,,DOC,as C,536,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-01-21,epi,,NA,as Na,1.34,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-01-21,epi,,NO3,as NO3-N,68,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1974-01-21,epi,,PARTP,as P,2,ug/L,1,,Spectrophotometer
239 LA CB,1974-01-21,epi,,PH,,6.7,SU,#N/A,,pH Meter
239 LA CB,1974-01-21,epi,,TDN,as N,266,ug/L,5,,Photocombustion
239 LA CB,1974-01-21,epi,,TDP,as P,3,ug/L,1,,Photocombustion
239 LA CB,1974-04-01,epi,,CHLA,,1.1,ug/L,0.01,,Fluorometric-Method
239 LA CB,1974-04-01,epi,,COND,,28,uS/cm,1,,Radiometer CDM 3
239 LA CB,1974-04-01,epi,,DIC,as Total CO2,228,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-04-01,epi,,DOC,as C,571,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-04-01,epi,,NA,as Na,1.28,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-04-01,epi,,NO3,as NO3-N,64,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1974-04-01,epi,,PARTP,as P,3,ug/L,1,,Spectrophotometer
239 LA CB,1974-04-01,epi,,PH,,6.91,SU,#N/A,,pH Meter
239 LA CB,1974-04-01,epi,,TDN,as N,254,ug/L,5,,Photocombustion
239 LA CB,1974-04-01,epi,,TDP,as P,3,ug/L,1,,Photocombustion
239 LA CB,1974-05-07,epi,,CA,as Ca,1.91,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-05-07,epi,,CHLA,,2.2,ug/L,0.01,,Fluorometric-Method
239 LA CB,1974-05-07,epi,,COND,,22,uS/cm,1,,Radiometer CDM 3
239 LA CB,1974-05-07,epi,,DIC,as Total CO2,214,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-05-07,epi,,NA,as Na,0.97,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-05-07,epi,,NO3,as NO3-N,69,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1974-05-07,epi,,PARTP,as P,4,ug/L,1,,Spectrophotometer
239 LA CB,1974-05-07,epi,,PH,,6.4,SU,#N/A,,pH Meter
239 LA CB,1974-05-07,epi,,TDN,as N,269,ug/L,5,,Photocombustion
239 LA CB,1974-05-07,epi,,TDP,as P,3,ug/L,1,,Photocombustion
239 LA CB,1974-05-30,epi,,CA,as Ca,2.47,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-05-30,epi,,CHLA,,2.7,ug/L,0.01,,Fluorometric-Method
239 LA CB,1974-05-30,epi,,COND,,25,uS/cm,1,,Radiometer CDM 3
239 LA CB,1974-05-30,epi,,DIC,as Total CO2,103,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-05-30,epi,,DOC,as C,661,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-05-30,epi,,NA,as Na,0.77,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-05-30,epi,,NO3,as NO3-N,31,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1974-05-30,epi,,PARTP,as P,5,ug/L,1,,Spectrophotometer
239 LA CB,1974-05-30,epi,,PH,,6.74,SU,#N/A,,pH Meter
239 LA CB,1974-05-30,epi,,TDN,as N,216,ug/L,5,,Photocombustion
239 LA CB,1974-05-30,epi,,TDP,as P,9,ug/L,1,,Photocombustion
239 LA CB,1974-06-28,epi,,CA,as Ca,2.49,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-06-28,epi,,CHLA,,1.6,ug/L,0.01,,Fluorometric-Method
239 LA CB,1974-06-28,epi,,COND,,25,uS/cm,1,,Radiometer CDM 3
239 LA CB,1974-06-28,epi,,DIC,as Total CO2,128,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-06-28,epi,,DOC,as C,681,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-06-28,epi,,NA,as Na,1.3,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-06-28,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1974-06-28,epi,,PARTP,as P,5,ug/L,1,,Spectrophotometer
239 LA CB,1974-06-28,epi,,PH,,7.2,SU,#N/A,,pH Meter
239 LA CB,1974-06-28,epi,,TDN,as N,231,ug/L,5,,Photocombustion
239 LA CB,1974-06-28,epi,,TDP,as P,4,ug/L,1,,Photocombustion
239 LA CB,1974-07-25,epi,,CA,as Ca,2.57,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-07-25,epi,,CHLA,,2.8,ug/L,0.01,,Fluorometric-Method
239 LA CB,1974-07-25,epi,,COND,,27,uS/cm,1,,Radiometer CDM 3
239 LA CB,1974-07-25,epi,,DIC,as Total CO2,121,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-07-25,epi,,DOC,as C,647,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-07-25,epi,,NA,as Na,1.23,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-07-25,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1974-07-25,epi,,PARTP,as P,3,ug/L,1,,Spectrophotometer
239 LA CB,1974-07-25,epi,,PH,,7.02,SU,#N/A,,pH Meter
239 LA CB,1974-07-25,epi,,TDN,as N,298,ug/L,5,,Photocombustion
239 LA CB,1974-07-25,epi,,TDP,as P,3,ug/L,1,,Photocombustion
239 LA CB,1974-08-20,epi,,CA,as Ca,2.93,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-08-20,epi,,CHLA,,2.3,ug/L,0.01,,Fluorometric-Method
239 LA CB,1974-08-20,epi,,COND,,27,uS/cm,1,,Radiometer CDM 3
239 LA CB,1974-08-20,epi,,DIC,as Total CO2,111,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-08-20,epi,,DOC,as C,508,umol/L,10,,Automated conductimetric technique
239 LA CB,1974-08-20,epi,,NA,as Na,1.26,mg/L,0.01,,Atomic-Absorption
239 LA CB,1974-08-20,epi,,NO3,as NO3-N,4,ug/L,1,,Technicon Autoanalyzer
239 LA CB,1974-08-20,epi,,PARTP,as P,3,ug/L,1,,Spectrophotometer
239 LA CB,1974-08-20,epi,,PH,,6.81,SU,#N/A,,pH Meter
239 LA CB,1974-08-20,epi,,TDN,as N,231,ug/L,5,,Photocombustion
239 LA CB,1974-08-20,epi,,TDP,as P,3,ug/L,1,,Photocombustion
239 LA CB,1974-09-19,epi,,CA,as Ca,2.92,mg/L,0.01,,Atomic-Absorption
